EmployeeID,FullName,Position,Salary,StartDate
372,David Lee,Developer,43864.0,2022-11-26
373,David Lee,Developer,105675.0,2020-03-11
374,Alice Johnson,Developer,117631.0,2016-10-30
375,Bob Smith,HR,35719.0,2018-08-17
376,Charlie Brown,Designer,49090.0,2020-02-09
377,Alice Johnson,HR,55908.0,2018-08-06
378,Eva Green,HR,48080.0,2016-07-07
379,Charlie Brown,Manager,119450.0,2017-06-24
380,Charlie Brown,HR,39299.0,2016-04-09
381,Eva Green,Designer,56169.0,2020-09-30
382,Charlie Brown,HR,42063.0,2016-03-26
383,Alice Johnson,Manager,96504.0,2022-07-02
384,David Lee,Designer,102243.0,2021-11-23
385,Bob Smith,Designer,51598.0,2018-03-02
386,Charlie Brown,Developer,72280.0,2022-02-02
387,David Lee,Designer,96396.0,2021-12-11
388,Bob Smith,Manager,113464.0,2015-12-30
389,Bob Smith,Designer,91095.0,2018-05-13
390,David Lee,Manager,83890.0,2019-11-19
391,Eva Green,Manager,96889.0,2016-09-26
392,Bob Smith,Designer,54296.0,2016-03-08
393,Charlie Brown,HR,78756.0,2015-03-06
394,Eva Green,Designer,113030.0,2021-03-12
395,Charlie Brown,Developer,60592.0,2016-01-20
396,Bob Smith,Manager,91461.0,2021-01-04
397,Alice Johnson,Sales,70033.0,2021-01-23
398,Bob Smith,Manager,116372.0,2019-09-05
399,Alice Johnson,Manager,104930.0,2019-07-26
400,Alice Johnson,Developer,114477.0,2015-11-29
401,Eva Green,Sales,,2022-04-26
402,David Lee,Developer,99228.0,2022-09-06
403,David Lee,Manager,99199.0,2016-05-05
404,David Lee,Designer,38044.0,2016-08-24
405,Charlie Brown,HR,52262.0,2017-10-02
406,Eva Green,Designer,85833.0,2017-08-16
407,David Lee,Developer,42274.0,2015-05-16
408,David Lee,Designer,109969.0,2022-09-14
409,Bob Smith,Developer,119341.0,2017-04-17
410,Alice Johnson,Sales,98705.0,2017-08-30
411,Alice Johnson,Developer,118250.0,2020-04-30
412,Alice Johnson,Developer,81734.0,2022-11-21
413,Charlie Brown,Developer,45653.0,2018-03-31
414,Charlie Brown,Sales,48615.0,2015-01-29
415,Charlie Brown,HR,81236.0,2017-01-02
416,Charlie Brown,Sales,97211.0,2016-11-25
417,Eva Green,Developer,48387.0,2019-05-28
418,Alice Johnson,Sales,115583.0,2017-10-13
419,Bob Smith,HR,56125.0,2021-02-11
420,Bob Smith,Developer,86190.0,2020-11-07
421,Bob Smith,Designer,102670.0,2015-01-12
422,Charlie Brown,Designer,112459.0,2020-01-19
423,David Lee,HR,102391.0,2015-07-15
424,Charlie Brown,Developer,78673.0,2021-05-23
425,Alice Johnson,Sales,107695.0,2015-02-04
426,Alice Johnson,HR,38284.0,2018-09-15
427,Charlie Brown,HR,105255.0,2017-05-11
428,Bob Smith,HR,106676.0,2022-03-27
429,Eva Green,Designer,100511.0,2022-12-16
430,Charlie Brown,Sales,54620.0,2016-11-26
431,Eva Green,Manager,78511.0,2022-11-17
432,Eva Green,HR,95835.0,2018-04-06
433,Bob Smith,Manager,103928.0,2019-05-11
434,David Lee,Developer,103467.0,2017-06-23
435,Eva Green,Designer,50199.0,2018-06-05
436,Alice Johnson,HR,92567.0,2018-04-22
437,David Lee,Developer,68696.0,2016-04-01
438,Eva Green,HR,67223.0,2020-04-27
439,David Lee,Sales,45648.0,2016-03-27
440,Charlie Brown,Manager,119481.0,2020-04-08
441,Charlie Brown,Sales,98665.0,2022-10-26
442,Eva Green,HR,82256.0,2021-01-03
443,Bob Smith,Developer,39038.0,2021-07-01
444,Charlie Brown,Sales,104489.0,2015-01-15
445,David Lee,Developer,41728.0,2018-07-19
446,Alice Johnson,HR,89189.0,2015-04-27
447,Bob Smith,Sales,55126.0,2015-02-23
448,Charlie Brown,Designer,44668.0,2017-03-02
449,Bob Smith,Developer,52261.0,2020-03-10
450,Charlie Brown,Developer,77740.0,2022-05-24
451,Bob Smith,HR,117149.0,2017-06-28
452,Eva Green,Sales,60308.0,2020-08-05
453,Bob Smith,Sales,69021.0,2018-01-23
454,David Lee,Designer,51114.0,2015-11-12
455,David Lee,Manager,50399.0,2020-07-29
456,Charlie Brown,Designer,94182.0,2018-02-18
457,Eva Green,Sales,100359.0,2016-10-23
458,Eva Green,Sales,60724.0,2019-05-08
459,Eva Green,Sales,109945.0,2018-05-29
460,Eva Green,Sales,95991.0,2021-01-15
461,Charlie Brown,Sales,62716.0,2016-09-18
462,Charlie Brown,HR,106404.0,2017-03-12
463,Charlie Brown,Manager,39482.0,2020-09-11
464,David Lee,Manager,89268.0,2016-09-07
465,Eva Green,Sales,85353.0,2022-06-04
466,David Lee,Manager,96468.0,2015-01-12
467,Alice Johnson,HR,119424.0,2022-02-04
468,Bob Smith,HR,61328.0,2017-08-04
469,Eva Green,HR,38318.0,2016-02-11
470,David Lee,Manager,112380.0,2018-04-09
471,Eva Green,Developer,74739.0,2020-08-18
472,Bob Smith,Sales,87989.0,2017-11-15
473,Charlie Brown,Designer,76644.0,2018-11-19
474,David Lee,Sales,118163.0,2016-12-30
475,Eva Green,Manager,98049.0,2015-01-10
476,David Lee,Developer,70222.0,2022-09-06
477,David Lee,Sales,47638.0,2016-05-12
478,David Lee,HR,113411.0,2017-08-25
479,Eva Green,Designer,36081.0,2021-01-26
480,Charlie Brown,HR,90508.0,2022-09-14
481,David Lee,Manager,59336.0,2021-05-09
482,David Lee,Sales,59953.0,2016-10-30
483,Bob Smith,Designer,111637.0,2022-05-30
484,Charlie Brown,Designer,88253.0,2019-06-22
485,Charlie Brown,Manager,64019.0,2018-05-23
486,Charlie Brown,Manager,105425.0,2020-09-15
487,Charlie Brown,Manager,91580.0,2017-09-08
488,David Lee,Developer,92749.0,2022-10-09
489,David Lee,HR,104454.0,2022-11-25
490,Charlie Brown,HR,65814.0,2022-03-21
491,Eva Green,Sales,97767.0,2016-03-11
492,Eva Green,HR,56037.0,2022-01-23
493,Eva Green,Designer,113046.0,2017-10-10
494,David Lee,HR,43145.0,2016-02-08
495,Charlie Brown,HR,81754.0,2018-05-22
496,Eva Green,HR,37462.0,2017-07-30
497,Eva Green,Sales,48612.0,2016-08-04
498,Charlie Brown,Developer,110776.0,2022-08-09
499,David Lee,Developer,106464.0,2019-11-05
500,Alice Johnson,HR,54458.0,2015-01-13
501,Charlie Brown,HR,55578.0,2022-12-15
502,Eva Green,Sales,57599.0,2015-10-03
503,Charlie Brown,Manager,36107.0,2019-03-18
504,Alice Johnson,Designer,42123.0,2017-07-30
505,Alice Johnson,Sales,41841.0,2020-08-09
506,Eva Green,Designer,39109.0,2016-02-23
507,Bob Smith,Sales,93010.0,2015-07-12
508,Bob Smith,Developer,68539.0,2021-06-21
509,Eva Green,Manager,51874.0,2021-06-19
510,Alice Johnson,Sales,36621.0,2015-02-13
511,Alice Johnson,Developer,65140.0,2019-10-10
512,David Lee,HR,108498.0,2018-05-21
513,Eva Green,Manager,79659.0,2015-04-23
514,Eva Green,HR,91490.0,2016-07-09
515,Charlie Brown,HR,115168.0,2016-05-09
516,Alice Johnson,Sales,46273.0,2019-12-15
517,Charlie Brown,Designer,85413.0,2015-03-01
518,Bob Smith,Developer,105029.0,2021-12-10
519,Bob Smith,Manager,81665.0,2021-01-02
520,Charlie Brown,HR,111664.0,2016-04-17
521,Charlie Brown,Sales,99253.0,2022-12-20
522,Charlie Brown,Manager,58036.0,2019-11-16
523,David Lee,Developer,81815.0,2018-05-21
524,Charlie Brown,HR,57371.0,2021-11-21
525,David Lee,Designer,86236.0,2017-03-03
526,David Lee,Developer,99302.0,2019-01-27
527,Eva Green,HR,57128.0,2016-07-03
528,David Lee,Manager,101554.0,2019-11-15
529,Bob Smith,Developer,80684.0,2015-05-09
530,Bob Smith,Developer,60010.0,2019-11-28
531,Bob Smith,Sales,106445.0,2020-10-27
532,Alice Johnson,Designer,111905.0,2022-01-03
533,David Lee,HR,57800.0,2022-09-30
534,David Lee,HR,76304.0,2015-06-18
535,David Lee,Designer,94081.0,2022-02-03
536,David Lee,Sales,72814.0,2017-08-08
537,Alice Johnson,Sales,79735.0,2019-02-05
538,David Lee,Developer,43498.0,2018-07-05
539,Bob Smith,Designer,62442.0,2020-04-20
540,Alice Johnson,Developer,108943.0,2020-12-02
541,Eva Green,HR,82544.0,2017-04-30
542,Charlie Brown,HR,97300.0,2015-09-15
543,Bob Smith,HR,38091.0,2015-04-27
544,Eva Green,Designer,98064.0,2019-08-06
545,Charlie Brown,Developer,39414.0,2022-05-29
546,Alice Johnson,Manager,63010.0,2019-12-11
547,Alice Johnson,Manager,65186.0,2017-08-27
548,Bob Smith,Developer,113384.0,2020-10-21
549,David Lee,Designer,89286.0,2019-09-16
550,Alice Johnson,HR,87006.0,2021-10-21
551,Charlie Brown,Sales,105930.0,2015-02-18
552,Eva Green,Developer,70526.0,2019-05-09
553,David Lee,Sales,84743.0,2022-08-04
554,Charlie Brown,Developer,65126.0,2015-12-25
555,Alice Johnson,Sales,59669.0,2018-09-26
556,Charlie Brown,Designer,76394.0,2018-04-01
557,Charlie Brown,HR,52328.0,2020-02-22
558,Bob Smith,Designer,59221.0,2019-05-18
559,Eva Green,Manager,100093.0,2022-05-08
560,Charlie Brown,Sales,84829.0,2016-06-15
561,Alice Johnson,Sales,85959.0,2022-01-15
562,Eva Green,Developer,42653.0,2018-08-07
563,David Lee,Designer,88464.0,2018-07-22
564,Charlie Brown,Developer,102752.0,2015-09-22
565,Bob Smith,Designer,76997.0,2015-08-06
566,Alice Johnson,Sales,94773.0,2016-06-23
567,Bob Smith,Manager,76387.0,2016-12-18
568,David Lee,Manager,103711.0,2021-03-31
